scene_id,fire_name,pre_image_path,pre_label_path,post_image_path,post_label_path,polygon_path,n_structures_total,n_major_or_destroyed,segmented,n_polygons,pct_black,pct_segmented,classified,classification_mode,date_time_segmentation,date_time_classification,too_cloudy,capture_date,sensor,gsd,pan_resolution,off_nadir_angle,sun_azimuth,sun_elevation,target_azimuth
portugal_1572,portugal,portugal/images/portugal-wildfire_00001572_pre_disaster.tif,portugal/labels/portugal-wildfire_00001572_pre_disaster.json,portugal/images/portugal-wildfire_00001572_post_disaster.tif,portugal/labels/portugal-wildfire_00001572_post_disaster.json,portugal_1572_polygons.pkl,55,27,TRUE,1397,0.513362885,97.8887558,FALSE,,2025-10-08T12:53:06+00:00,,FALSE,2016-07-23T11:45:28.000Z,WORLDVIEW02,2.30652213,0.57560611,27.32622719,145.2911682,67.47275543,73.75780487
socal_1236,socal,socal/images/socal-fire_00001236_pre_disaster.tif,socal/labels/socal-fire_00001236_pre_disaster.json,socal/images/socal-fire_00001236_post_disaster.tif,socal/labels/socal-fire_00001236_post_disaster.json,socal_1236_polygons.pkl,84,26,FALSE,,,,FALSE,,,,TRUE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
pinery_0048,pinery,pinery/images/pinery-bushfire_00000048_pre_disaster.tif,pinery/labels/pinery-bushfire_00000048_pre_disaster.json,pinery/images/pinery-bushfire_00000048_post_disaster.tif,pinery/labels/pinery-bushfire_00000048_post_disaster.json,pinery_0048_polygons.pkl,25,8,TRUE,555,0.01077652,99.24736023,FALSE,,2025-10-08T13:34:00+00:00,,FALSE,2015-01-05T01:06:58.970Z,WORLDVIEW02,1.939264774,0.483834207,10.85801029,68.97932434,64.49820709,108.1458282
santa-rosa_0155,santa-rosa,santa-rosa/images/santa-rosa-wildfire_00000155_pre_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000155_pre_disaster.json,santa-rosa/images/santa-rosa-wildfire_00000155_post_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000155_post_disaster.json,santa-rosa_0155_polygons.pkl,288,203,TRUE,3507,0.006008148,96.79708481,FALSE,,2025-10-08T13:55:40+00:00,,FALSE,2017-06-21T19:09:01.000Z,GEOEYE01,1.6719055,0.41795498,5.6724772,132.81532,69.88837,64.90461
woolsey_0585,woolsey,woolsey/images/woolsey-fire_00000585_pre_disaster.tif,woolsey/labels/woolsey-fire_00000585_pre_disaster.json,woolsey/images/woolsey-fire_00000585_post_disaster.tif,woolsey/labels/woolsey-fire_00000585_post_disaster.json,woolsey_0585_polygons.pkl,57,43,TRUE,588,7.653045654,91.96643829,FALSE,,2025-10-08T14:15:49+00:00,,TRUE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
portugal_1579,portugal,portugal/images/portugal-wildfire_00001579_pre_disaster.tif,portugal/labels/portugal-wildfire_00001579_pre_disaster.json,portugal/images/portugal-wildfire_00001579_post_disaster.tif,portugal/labels/portugal-wildfire_00001579_post_disaster.json,portugal_1579_polygons.pkl,128,26,TRUE,2034,0.143146515,97.62392044,FALSE,,2025-10-08T14:36:38+00:00,,FALSE,2016-07-23T11:45:28.000Z,WORLDVIEW02,2.30652213,0.57560611,27.32622719,145.2911682,67.47275543,73.75780487
socal_1277,socal,socal/images/socal-fire_00001277_pre_disaster.tif,socal/labels/socal-fire_00001277_pre_disaster.json,socal/images/socal-fire_00001277_post_disaster.tif,socal/labels/socal-fire_00001277_post_disaster.json,socal_1277_polygons.pkl,50,25,FALSE,,,,FALSE,,,,FALSE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
pinery_0193,pinery,pinery/images/pinery-bushfire_00000193_pre_disaster.tif,pinery/labels/pinery-bushfire_00000193_pre_disaster.json,pinery/images/pinery-bushfire_00000193_post_disaster.tif,pinery/labels/pinery-bushfire_00000193_post_disaster.json,pinery_0193_polygons.pkl,16,8,TRUE,659,0.005340576,99.3106842,FALSE,,2025-10-08T15:17:34+00:00,,FALSE,2015-01-05T01:06:58.970Z,WORLDVIEW02,1.939264774,0.483834207,10.85801029,68.97932434,64.49820709,108.1458282
santa-rosa_0089,santa-rosa,santa-rosa/images/santa-rosa-wildfire_00000089_pre_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000089_pre_disaster.json,santa-rosa/images/santa-rosa-wildfire_00000089_post_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000089_post_disaster.json,santa-rosa_0089_polygons.pkl,195,171,TRUE,3177,0.002288818,96.98572159,FALSE,,2025-10-08T15:39:06+00:00,,FALSE,2017-06-21T19:09:01.000Z,GEOEYE01,1.6719055,0.41795498,5.6724772,132.81532,69.88837,64.90461
woolsey_0487,woolsey,woolsey/images/woolsey-fire_00000487_pre_disaster.tif,woolsey/labels/woolsey-fire_00000487_pre_disaster.json,woolsey/images/woolsey-fire_00000487_post_disaster.tif,woolsey/labels/woolsey-fire_00000487_post_disaster.json,woolsey_0487_polygons.pkl,38,33,TRUE,1590,0.067996979,98.59857559,FALSE,,2025-10-08T15:59:41+00:00,,FALSE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
portugal_1682,portugal,portugal/images/portugal-wildfire_00001682_pre_disaster.tif,portugal/labels/portugal-wildfire_00001682_pre_disaster.json,portugal/images/portugal-wildfire_00001682_post_disaster.tif,portugal/labels/portugal-wildfire_00001682_post_disaster.json,portugal_1682_polygons.pkl,90,24,TRUE,1956,0.632953644,97.50671387,FALSE,,2025-10-08T16:20:29+00:00,,FALSE,2016-07-23T11:45:28.000Z,WORLDVIEW02,2.30652213,0.57560611,27.32622719,145.2911682,67.47275543,73.75780487
socal_1245,socal,socal/images/socal-fire_00001245_pre_disaster.tif,socal/labels/socal-fire_00001245_pre_disaster.json,socal/images/socal-fire_00001245_post_disaster.tif,socal/labels/socal-fire_00001245_post_disaster.json,socal_1245_polygons.pkl,54,23,FALSE,,,,FALSE,,,,TRUE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
pinery_1038,pinery,pinery/images/pinery-bushfire_00001038_pre_disaster.tif,pinery/labels/pinery-bushfire_00001038_pre_disaster.json,pinery/images/pinery-bushfire_00001038_post_disaster.tif,pinery/labels/pinery-bushfire_00001038_post_disaster.json,pinery_1038_polygons.pkl,37,8,TRUE,665,0.001144409,99.14255142,FALSE,,2025-10-08T17:01:15+00:00,,FALSE,2015-01-05T01:06:58.970Z,WORLDVIEW02,1.939264774,0.483834207,10.85801029,68.97932434,64.49820709,108.1458282
santa-rosa_0161,santa-rosa,santa-rosa/images/santa-rosa-wildfire_00000161_pre_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000161_pre_disaster.json,santa-rosa/images/santa-rosa-wildfire_00000161_post_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000161_post_disaster.json,santa-rosa_0161_polygons.pkl,244,169,TRUE,3683,0.003051758,96.84743881,FALSE,,2025-10-08T17:23:04+00:00,,FALSE,2017-06-21T19:09:01.000Z,GEOEYE01,1.6719055,0.41795498,5.6724772,132.81532,69.88837,64.90461
woolsey_0329,woolsey,woolsey/images/woolsey-fire_00000329_pre_disaster.tif,woolsey/labels/woolsey-fire_00000329_pre_disaster.json,woolsey/images/woolsey-fire_00000329_post_disaster.tif,woolsey/labels/woolsey-fire_00000329_post_disaster.json,woolsey_0329_polygons.pkl,145,30,TRUE,2138,0.047016144,98.1511116,FALSE,,2025-10-08T17:43:59+00:00,,FALSE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
portugal_1675,portugal,portugal/images/portugal-wildfire_00001675_pre_disaster.tif,portugal/labels/portugal-wildfire_00001675_pre_disaster.json,portugal/images/portugal-wildfire_00001675_post_disaster.tif,portugal/labels/portugal-wildfire_00001675_post_disaster.json,portugal_1675_polygons.pkl,110,22,TRUE,2177,0.170993805,97.74179459,FALSE,,2025-10-08T18:04:59+00:00,,FALSE,2016-07-23T11:45:28.000Z,WORLDVIEW02,2.30652213,0.57560611,27.32622719,145.2911682,67.47275543,73.75780487
socal_0922,socal,socal/images/socal-fire_00000922_pre_disaster.tif,socal/labels/socal-fire_00000922_pre_disaster.json,socal/images/socal-fire_00000922_post_disaster.tif,socal/labels/socal-fire_00000922_post_disaster.json,socal_0922_polygons.pkl,52,21,FALSE,,,,FALSE,,,,TRUE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
pinery_0008,pinery,pinery/images/pinery-bushfire_00000008_pre_disaster.tif,pinery/labels/pinery-bushfire_00000008_pre_disaster.json,pinery/images/pinery-bushfire_00000008_post_disaster.tif,pinery/labels/pinery-bushfire_00000008_post_disaster.json,pinery_0008_polygons.pkl,21,7,TRUE,695,0.022697449,99.26300049,FALSE,,2025-10-08T18:46:13+00:00,,FALSE,2015-01-05T01:06:58.970Z,WORLDVIEW02,1.939264774,0.483834207,10.85801029,68.97932434,64.49820709,108.1458282
santa-rosa_0012,santa-rosa,santa-rosa/images/santa-rosa-wildfire_00000012_pre_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000012_pre_disaster.json,santa-rosa/images/santa-rosa-wildfire_00000012_post_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000012_post_disaster.json,santa-rosa_0012_polygons.pkl,172,158,TRUE,3086,0.002384186,96.62160873,FALSE,,2025-10-08T19:07:52+00:00,,FALSE,2017-06-21T19:09:01.000Z,GEOEYE01,1.6719055,0.41795498,5.6724772,132.81532,69.88837,64.90461
woolsey_0728,woolsey,woolsey/images/woolsey-fire_00000728_pre_disaster.tif,woolsey/labels/woolsey-fire_00000728_pre_disaster.json,woolsey/images/woolsey-fire_00000728_post_disaster.tif,woolsey/labels/woolsey-fire_00000728_post_disaster.json,woolsey_0728_polygons.pkl,30,30,TRUE,1256,5.993747711,91.82662964,FALSE,,2025-10-08T19:28:20+00:00,,FALSE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
portugal_1801,portugal,portugal/images/portugal-wildfire_00001801_pre_disaster.tif,portugal/labels/portugal-wildfire_00001801_pre_disaster.json,portugal/images/portugal-wildfire_00001801_post_disaster.tif,portugal/labels/portugal-wildfire_00001801_post_disaster.json,portugal_1801_polygons.pkl,45,21,TRUE,1390,1.100254059,97.40972519,FALSE,,2025-10-08T19:49:00+00:00,,FALSE,2016-07-23T11:45:28.000Z,WORLDVIEW02,2.30652213,0.57560611,27.32622719,145.2911682,67.47275543,73.75780487
socal_1230,socal,socal/images/socal-fire_00001230_pre_disaster.tif,socal/labels/socal-fire_00001230_pre_disaster.json,socal/images/socal-fire_00001230_post_disaster.tif,socal/labels/socal-fire_00001230_post_disaster.json,socal_1230_polygons.pkl,105,20,FALSE,,,,FALSE,,,,TRUE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
pinery_0253,pinery,pinery/images/pinery-bushfire_00000253_pre_disaster.tif,pinery/labels/pinery-bushfire_00000253_pre_disaster.json,pinery/images/pinery-bushfire_00000253_post_disaster.tif,pinery/labels/pinery-bushfire_00000253_post_disaster.json,pinery_0253_polygons.pkl,8,7,TRUE,312,0.004863739,99.53269958,FALSE,,2025-10-08T20:30:12+00:00,,FALSE,2015-01-05T01:06:58.970Z,WORLDVIEW02,1.939264774,0.483834207,10.85801029,68.97932434,64.49820709,108.1458282
santa-rosa_0010,santa-rosa,santa-rosa/images/santa-rosa-wildfire_00000010_pre_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000010_pre_disaster.json,santa-rosa/images/santa-rosa-wildfire_00000010_post_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000010_post_disaster.json,santa-rosa_0010_polygons.pkl,135,125,TRUE,2503,2.805233002,94.29283142,FALSE,,2025-10-08T20:51:32+00:00,,FALSE,2017-06-21T19:09:01.000Z,GEOEYE01,1.6719055,0.41795498,5.6724772,132.81532,69.88837,64.90461
woolsey_0807,woolsey,woolsey/images/woolsey-fire_00000807_pre_disaster.tif,woolsey/labels/woolsey-fire_00000807_pre_disaster.json,woolsey/images/woolsey-fire_00000807_post_disaster.tif,woolsey/labels/woolsey-fire_00000807_post_disaster.json,woolsey_0807_polygons.pkl,45,28,TRUE,1766,1.747608185,96.59080505,FALSE,,2025-10-08T21:12:20+00:00,,FALSE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
portugal_1512,portugal,portugal/images/portugal-wildfire_00001512_pre_disaster.tif,portugal/labels/portugal-wildfire_00001512_pre_disaster.json,portugal/images/portugal-wildfire_00001512_post_disaster.tif,portugal/labels/portugal-wildfire_00001512_post_disaster.json,portugal_1512_polygons.pkl,197,18,TRUE,2221,0.731277466,97.17502594,FALSE,,2025-10-08T21:33:22+00:00,,FALSE,2016-07-23T11:45:28.000Z,WORLDVIEW02,2.30652213,0.57560611,27.32622719,145.2911682,67.47275543,73.75780487
socal_1252,socal,socal/images/socal-fire_00001252_pre_disaster.tif,socal/labels/socal-fire_00001252_pre_disaster.json,socal/images/socal-fire_00001252_post_disaster.tif,socal/labels/socal-fire_00001252_post_disaster.json,socal_1252_polygons.pkl,83,19,FALSE,,,,FALSE,,,,FALSE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
pinery_0535,pinery,pinery/images/pinery-bushfire_00000535_pre_disaster.tif,pinery/labels/pinery-bushfire_00000535_pre_disaster.json,pinery/images/pinery-bushfire_00000535_post_disaster.tif,pinery/labels/pinery-bushfire_00000535_post_disaster.json,pinery_0535_polygons.pkl,29,7,TRUE,882,10.48746109,88.87042999,FALSE,,2025-10-08T22:14:15+00:00,,FALSE,2015-01-05T01:06:58.970Z,WORLDVIEW02,1.939264774,0.483834207,10.85801029,68.97932434,64.49820709,108.1458282
santa-rosa_0079,santa-rosa,santa-rosa/images/santa-rosa-wildfire_00000079_pre_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000079_pre_disaster.json,santa-rosa/images/santa-rosa-wildfire_00000079_post_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000079_post_disaster.json,santa-rosa_0079_polygons.pkl,182,117,TRUE,2783,0.001335144,97.55535126,FALSE,,2025-10-08T22:35:39+00:00,,FALSE,2017-06-21T19:09:01.000Z,GEOEYE01,1.6719055,0.41795498,5.6724772,132.81532,69.88837,64.90461
woolsey_0755,woolsey,woolsey/images/woolsey-fire_00000755_pre_disaster.tif,woolsey/labels/woolsey-fire_00000755_pre_disaster.json,woolsey/images/woolsey-fire_00000755_post_disaster.tif,woolsey/labels/woolsey-fire_00000755_post_disaster.json,woolsey_0755_polygons.pkl,55,26,TRUE,2105,0.103378296,97.84431458,FALSE,,2025-10-08T22:56:37+00:00,,FALSE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
portugal_1683,portugal,portugal/images/portugal-wildfire_00001683_pre_disaster.tif,portugal/labels/portugal-wildfire_00001683_pre_disaster.json,portugal/images/portugal-wildfire_00001683_post_disaster.tif,portugal/labels/portugal-wildfire_00001683_post_disaster.json,portugal_1683_polygons.pkl,34,18,TRUE,1269,1.099777222,97.44415283,FALSE,,2025-10-08T23:17:06+00:00,,FALSE,2016-07-23T11:45:28.000Z,WORLDVIEW02,2.30652213,0.57560611,27.32622719,145.2911682,67.47275543,73.75780487
socal_1176,socal,socal/images/socal-fire_00001176_pre_disaster.tif,socal/labels/socal-fire_00001176_pre_disaster.json,socal/images/socal-fire_00001176_post_disaster.tif,socal/labels/socal-fire_00001176_post_disaster.json,socal_1176_polygons.pkl,41,16,FALSE,,,,FALSE,,,,FALSE,2018-10-23T18:50:43.000Z,WORLDVIEW02,1.9003485,0.47404385,8.8854,163.84906,42.730503,302.2995
pinery_0582,pinery,pinery/images/pinery-bushfire_00000582_pre_disaster.tif,pinery/labels/pinery-bushfire_00000582_pre_disaster.json,pinery/images/pinery-bushfire_00000582_post_disaster.tif,pinery/labels/pinery-bushfire_00000582_post_disaster.json,pinery_0582_polygons.pkl,18,7,TRUE,720,0.039863586,99.06635284,FALSE,,2025-10-08T23:58:10+00:00,,FALSE,2015-01-05T01:06:58.970Z,WORLDVIEW02,1.939264774,0.483834207,10.85801029,68.97932434,64.49820709,108.1458282
santa-rosa_0036,santa-rosa,santa-rosa/images/santa-rosa-wildfire_00000036_pre_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000036_pre_disaster.json,santa-rosa/images/santa-rosa-wildfire_00000036_post_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000036_post_disaster.json,santa-rosa_0036_polygons.pkl,116,110,TRUE,2044,1.022911072,96.42467499,FALSE,,2025-10-09T00:19:20+00:00,,FALSE,2017-06-21T19:09:01.000Z,GEOEYE01,1.6719055,0.41795498,5.6724772,132.81532,69.88837,64.90461
woolsey_0035,woolsey,woolsey/images/woolsey-fire_00000035_pre_disaster.tif,woolsey/labels/woolsey-fire_00000035_pre_disaster.json,woolsey/images/woolsey-fire_00000035_post_disaster.tif,woolsey/labels/woolsey-fire_00000035_post_disaster.json,woolsey_0035_polygons.pkl,48,25,TRUE,1813,0.443077087,98.07538986,FALSE,,2025-10-09T00:40:04+00:00,,FALSE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
portugal_1510,portugal,portugal/images/portugal-wildfire_00001510_pre_disaster.tif,portugal/labels/portugal-wildfire_00001510_pre_disaster.json,portugal/images/portugal-wildfire_00001510_post_disaster.tif,portugal/labels/portugal-wildfire_00001510_post_disaster.json,portugal_1510_polygons.pkl,115,17,TRUE,1709,0.024318695,98.31380844,FALSE,,2025-10-09T01:00:50+00:00,,FALSE,2016-07-23T11:45:28.000Z,WORLDVIEW02,2.30652213,0.57560611,27.32622719,145.2911682,67.47275543,73.75780487
socal_1254,socal,socal/images/socal-fire_00001254_pre_disaster.tif,socal/labels/socal-fire_00001254_pre_disaster.json,socal/images/socal-fire_00001254_post_disaster.tif,socal/labels/socal-fire_00001254_post_disaster.json,socal_1254_polygons.pkl,44,15,FALSE,,,,FALSE,,,,TRUE,2018-10-23T18:51:02.000Z,WORLDVIEW02,1.9894955,0.49831286,15.396526,163.75761,42.6674,333.2746
pinery_0652,pinery,pinery/images/pinery-bushfire_00000652_pre_disaster.tif,pinery/labels/pinery-bushfire_00000652_pre_disaster.json,pinery/images/pinery-bushfire_00000652_post_disaster.tif,pinery/labels/pinery-bushfire_00000652_post_disaster.json,pinery_0652_polygons.pkl,12,7,TRUE,270,0,99.63674545,FALSE,,2025-10-09T12:49:19+00:00,,FALSE,2015-01-05T01:06:58.970Z,WORLDVIEW02,1.939264774,0.483834207,10.85801029,68.97932434,64.49820709,108.1458282
santa-rosa_0038,santa-rosa,santa-rosa/images/santa-rosa-wildfire_00000038_pre_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000038_pre_disaster.json,santa-rosa/images/santa-rosa-wildfire_00000038_post_disaster.tif,santa-rosa/labels/santa-rosa-wildfire_00000038_post_disaster.json,santa-rosa_0038_polygons.pkl,104,102,TRUE,2317,0.658130646,96.5423584,FALSE,,2025-10-09T12:23:52+00:00,,FALSE,2017-06-21T19:09:01.000Z,GEOEYE01,1.6719055,0.41795498,5.6724772,132.81532,69.88837,64.90461
woolsey_0132,woolsey,woolsey/images/woolsey-fire_00000132_pre_disaster.tif,woolsey/labels/woolsey-fire_00000132_pre_disaster.json,woolsey/images/woolsey-fire_00000132_post_disaster.tif,woolsey/labels/woolsey-fire_00000132_post_disaster.json,woolsey_0132_polygons.pkl,35,24,TRUE,1875,0.506591797,98.31056595,FALSE,,2025-10-09T12:29:18+00:00,,FALSE,2018-10-23T18:51:21.000Z,WORLDVIEW02,2.1259935,0.5307596,21.787466,163.63159,42.70258,346.04532
portugal_1646,portugal,portugal/images/portugal-wildfire_00001646_pre_disaster.tif,portugal/labels/portugal-wildfire_00001646_pre_disaster.json,portugal/images/portugal-wildfire_00001646_post_disaster.tif,portugal/labels/portugal-wildfire_00001646_post_disaster.json,portugal_1646_polygons.pkl,107,17,TRUE,2041,0.98323822,96.93841934,FALSE,,2025-10-09T12:32:30+00:00,,FALSE,2016-07-23T11:45:28.000Z,WORLDVIEW02,2.30652213,0.57560611,27.32622719,145.2911682,67.47275543,73.75780487
